date,company,Country,Price_USD,Shares,MktCapUSD
2008-01-02,FORD MTR CO,USA,6.6,2039353000,13459729800.0
2008-01-03,FORD MTR CO,USA,6.45,2039353000,13153826850.0
2008-01-04,FORD MTR CO,USA,6.13,2039353000,12501233890.0
2008-01-07,FORD MTR CO,USA,6.16,2039353000,12562414480.0
2008-01-08,FORD MTR CO,USA,6.1,2039353000,12440053300.0
2008-01-09,FORD MTR CO,USA,6.07,2039353000,12378872710.0
2008-01-10,FORD MTR CO,USA,6.25,2039353000,12745956250.0
2008-01-11,FORD MTR CO,USA,6.06,2039353000,12358479180.0
2008-01-14,FORD MTR CO,USA,6.18,2039353000,12603201540.0
2008-01-15,FORD MTR CO,USA,5.97,2039353000,12174937410.0
2008-01-16,FORD MTR CO,USA,5.86,2039353000,11950608580.0
2008-01-17,FORD MTR CO,USA,5.76,2039353000,11746673280.0
2008-01-18,FORD MTR CO,USA,5.92,2039353000,12072969760.0
2008-01-22,FORD MTR CO,USA,5.93,2039353000,12093363290.0
2008-01-23,FORD MTR CO,USA,6.3,2039353000,12847923900.0
2008-01-24,FORD MTR CO,USA,6.26,2039353000,12766349780.0
2008-01-25,FORD MTR CO,USA,6.58,2039353000,13418942740.0
2008-01-28,FORD MTR CO,USA,6.67,2039353000,13602484510.0
2008-01-29,FORD MTR CO,USA,6.69,2039353000,13643271570.0
2008-01-30,FORD MTR CO,USA,6.75,2039353000,13765632750.0
2008-01-31,FORD MTR CO,USA,6.64,2039353000,13541303920.0
2008-02-01,FORD MTR CO,USA,6.85,2039353000,13969568050.0
2008-02-04,FORD MTR CO,USA,6.68,2039353000,13622878040.0
2008-02-05,FORD MTR CO,USA,6.43,2039353000,13113039790.0
2008-02-06,FORD MTR CO,USA,6.31,2039353000,12868317430.0
2008-02-07,FORD MTR CO,USA,6.17,2039353000,12582808010.0
2008-02-08,FORD MTR CO,USA,6.08,2039353000,12399266240.0
2008-02-11,FORD MTR CO,USA,6.39,2039353000,13031465670.0
2008-02-12,FORD MTR CO,USA,6.46,2039353000,13174220380.0
2008-02-13,FORD MTR CO,USA,6.58,2039353000,13418942740.0
2008-02-14,FORD MTR CO,USA,6.46,2039353000,13174220380.0
2008-02-15,FORD MTR CO,USA,6.45,2039353000,13153826850.0
2008-02-19,FORD MTR CO,USA,6.48,2039353000,13215007440.0
2008-02-20,FORD MTR CO,USA,6.41,2039353000,13072252730.0
2008-02-21,FORD MTR CO,USA,6.23,2039353000,12705169190.0
2008-02-22,FORD MTR CO,USA,6.25,2039353000,12745956250.0
2008-02-25,FORD MTR CO,USA,6.46,2039353000,13174220380.0
2008-02-26,FORD MTR CO,USA,6.52,2039353000,13296581560.0
2008-02-27,FORD MTR CO,USA,6.6,2039353000,13459729800.0
2008-02-28,FORD MTR CO,USA,6.62,2136150000,14141313000.0
2008-02-29,FORD MTR CO,USA,6.53,2136150000,13949059500.0
2008-03-03,FORD MTR CO,USA,6.18,2136150000,13201407000.0
2008-03-04,FORD MTR CO,USA,6.13,2136150000,13094599500.0
2008-03-05,FORD MTR CO,USA,6.12,2136150000,13073238000.0
2008-03-06,FORD MTR CO,USA,5.94,2136150000,12688731000.0
2008-03-07,FORD MTR CO,USA,5.78,2136150000,12346947000.0
2008-03-10,FORD MTR CO,USA,5.6,2136150000,11962440000.0
2008-03-11,FORD MTR CO,USA,5.9,2136150000,12603285000.0
2008-03-12,FORD MTR CO,USA,5.7,2136150000,12176055000.0
2008-03-13,FORD MTR CO,USA,5.39,2136150000,11513848500.0
2008-03-14,FORD MTR CO,USA,5.29,2136150000,11300233500.0
2008-03-17,FORD MTR CO,USA,5.11,2136150000,10915726500.0
2008-03-18,FORD MTR CO,USA,5.29,2136150000,11300233500.0
2008-03-19,FORD MTR CO,USA,5.45,2136150000,11642017500.0
2008-03-20,FORD MTR CO,USA,5.62,2136150000,12005163000.0
2008-03-24,FORD MTR CO,USA,5.96,2136150000,12731454000.0
2008-03-25,FORD MTR CO,USA,6.0,2136150000,12816900000.0
2008-03-26,FORD MTR CO,USA,5.87,2136150000,12539200500.0
2008-03-27,FORD MTR CO,USA,5.83,2136150000,12453754500.0
2008-03-28,FORD MTR CO,USA,5.59,2136150000,11941078500.0
2008-03-31,FORD MTR CO,USA,5.72,2136150000,12218778000.0
2008-04-01,FORD MTR CO,USA,5.97,2136150000,12752815500.0
2008-04-02,FORD MTR CO,USA,6.13,2136150000,13094599500.0
2008-04-03,FORD MTR CO,USA,6.46,2136150000,13799529000.0
2008-04-04,FORD MTR CO,USA,6.49,2136150000,13863613500.0
2008-04-07,FORD MTR CO,USA,6.73,2128849000,14327153770.0
2008-04-08,FORD MTR CO,USA,6.91,2128849000,14710346590.0
2008-04-09,FORD MTR CO,USA,6.72,2128849000,14305865280.0
2008-04-10,FORD MTR CO,USA,6.74,2128849000,14348442260.0
2008-04-11,FORD MTR CO,USA,6.69,2128849000,14241999810.0
2008-04-14,FORD MTR CO,USA,6.78,2128849000,14433596220.0
2008-04-15,FORD MTR CO,USA,6.88,2128849000,14646481120.0
2008-04-16,FORD MTR CO,USA,7.19,2128849000,15306424310.0
2008-04-17,FORD MTR CO,USA,7.26,2128849000,15455443740.0
2008-04-18,FORD MTR CO,USA,7.45,2128849000,15859925050.0
2008-04-21,FORD MTR CO,USA,7.73,2128849000,16456002770.0
2008-04-22,FORD MTR CO,USA,7.65,2128849000,16285694850.0
2008-04-23,FORD MTR CO,USA,7.52,2128849000,16008944480.0
2008-04-24,FORD MTR CO,USA,8.4,2128849000,17882331600.0
2008-04-25,FORD MTR CO,USA,7.5,2128849000,15966367500.0
2008-04-28,FORD MTR CO,USA,8.21,2128849000,17477850290.0
2008-04-29,FORD MTR CO,USA,8.12,2128849000,17286253880.0
2008-04-30,FORD MTR CO,USA,8.26,2128849000,17584292740.0
2008-05-01,FORD MTR CO,USA,8.48,2128849000,18052639520.0
2008-05-02,FORD MTR CO,USA,8.27,2128849000,17605581230.0
2008-05-05,FORD MTR CO,USA,8.33,2128849000,17733312170.0
2008-05-06,FORD MTR CO,USA,8.27,2128849000,17605581230.0
2008-05-07,FORD MTR CO,USA,7.96,2128849000,16945638040.0
2008-05-08,FORD MTR CO,USA,8.2,2171148000,17803413600.0
2008-05-09,FORD MTR CO,USA,8.1,2171148000,17586298800.0
2008-05-12,FORD MTR CO,USA,8.15,2171148000,17694856200.0
2008-05-13,FORD MTR CO,USA,8.23,2171148000,17868548040.0
2008-05-14,FORD MTR CO,USA,8.14,2171148000,17673144720.0
2008-05-15,FORD MTR CO,USA,8.17,2171148000,17738279160.0
2008-05-16,FORD MTR CO,USA,8.11,2171148000,17608010280.0
2008-05-19,FORD MTR CO,USA,8.02,2171148000,17412606960.0
2008-05-20,FORD MTR CO,USA,8.0,2171148000,17369184000.0
2008-05-21,FORD MTR CO,USA,7.8,2171148000,16934954400.0
2008-05-22,FORD MTR CO,USA,7.16,2171148000,15545419680.0
2008-05-23,FORD MTR CO,USA,6.87,2171148000,14915786760.0
2008-05-27,FORD MTR CO,USA,6.8,2171148000,14763806400.0
2008-05-28,FORD MTR CO,USA,6.78,2171148000,14720383440.0
2008-05-29,FORD MTR CO,USA,6.71,2171148000,14568403080.0
2008-05-30,FORD MTR CO,USA,6.8,2171148000,14763806400.0
2008-06-02,FORD MTR CO,USA,6.64,2171148000,14416422720.0
2008-06-03,FORD MTR CO,USA,6.68,2171148000,14503268640.0
2008-06-04,FORD MTR CO,USA,6.46,2171148000,14025616080.0
2008-06-05,FORD MTR CO,USA,6.4,2171148000,13895347200.0
2008-06-06,FORD MTR CO,USA,6.04,2171148000,13113733920.0
2008-06-09,FORD MTR CO,USA,6.36,2171148000,13808501280.0
2008-06-10,FORD MTR CO,USA,6.12,2171148000,13287425760.0
2008-06-11,FORD MTR CO,USA,5.97,2171148000,12961753560.0
2008-06-12,FORD MTR CO,USA,6.0,2171148000,13026888000.0
2008-06-13,FORD MTR CO,USA,6.27,2171148000,13613097960.0
2008-06-16,FORD MTR CO,USA,6.5,2171148000,14112462000.0
2008-06-17,FORD MTR CO,USA,6.6,2171148000,14329576800.0
2008-06-18,FORD MTR CO,USA,6.22,2171148000,13504540560.0
2008-06-19,FORD MTR CO,USA,6.32,2171148000,13721655360.0
2008-06-20,FORD MTR CO,USA,5.81,2171148000,12614369880.0
2008-06-23,FORD MTR CO,USA,5.28,2171148000,11463661440.0
2008-06-24,FORD MTR CO,USA,5.32,2171148000,11550507360.0
2008-06-25,FORD MTR CO,USA,5.24,2171148000,11376815520.0
2008-06-26,FORD MTR CO,USA,5.07,2171148000,11007720360.0
2008-06-27,FORD MTR CO,USA,4.98,2171148000,10812317040.0
2008-06-30,FORD MTR CO,USA,4.81,2171148000,10443221880.0
2008-07-01,FORD MTR CO,USA,4.71,2171148000,10226107080.0
2008-07-02,FORD MTR CO,USA,4.36,2171148000,9466205280.0
2008-07-03,FORD MTR CO,USA,4.42,2171148000,9596474160.0
2008-07-07,FORD MTR CO,USA,4.47,2171148000,9705031560.0
2008-07-08,FORD MTR CO,USA,4.9,2171148000,10638625200.0
2008-07-09,FORD MTR CO,USA,4.95,2171148000,10747182600.0
2008-07-10,FORD MTR CO,USA,4.58,2171148000,9943857840.0
2008-07-11,FORD MTR CO,USA,4.86,2171148000,10551779280.0
2008-07-14,FORD MTR CO,USA,4.66,2171148000,10117549680.0
2008-07-15,FORD MTR CO,USA,4.65,2171148000,10095838200.0
2008-07-16,FORD MTR CO,USA,5.49,2171148000,11919602520.0
2008-07-17,FORD MTR CO,USA,5.49,2171148000,11919602520.0
2008-07-18,FORD MTR CO,USA,5.44,2171148000,11811045120.0
2008-07-21,FORD MTR CO,USA,5.48,2171148000,11897891040.0
2008-07-22,FORD MTR CO,USA,5.84,2171148000,12679504320.0
2008-07-23,FORD MTR CO,USA,6.03,2171148000,13092022440.0
2008-07-24,FORD MTR CO,USA,5.11,2171148000,11094566280.0
2008-07-25,FORD MTR CO,USA,5.05,2171148000,10964297400.0
2008-07-28,FORD MTR CO,USA,4.75,2171148000,10312953000.0
2008-07-29,FORD MTR CO,USA,5.02,2171148000,10899162960.0
2008-07-30,FORD MTR CO,USA,4.84,2171148000,10508356320.0
2008-07-31,FORD MTR CO,USA,4.8,2171148000,10421510400.0
2008-08-01,FORD MTR CO,USA,4.65,2171148000,10095838200.0
2008-08-04,FORD MTR CO,USA,4.81,2171148000,10443221880.0
2008-08-05,FORD MTR CO,USA,5.09,2171148000,11051143320.0
2008-08-06,FORD MTR CO,USA,4.94,2171148000,10725471120.0
2008-08-07,FORD MTR CO,USA,4.86,2171148000,10551779280.0
2008-08-08,FORD MTR CO,USA,5.26,2190498000,11522019480.0
2008-08-11,FORD MTR CO,USA,5.16,2190498000,11302969680.0
2008-08-12,FORD MTR CO,USA,5.19,2190498000,11368684620.0
2008-08-13,FORD MTR CO,USA,4.88,2190498000,10689630240.0
2008-08-14,FORD MTR CO,USA,5.1,2190498000,11171539800.0
2008-08-15,FORD MTR CO,USA,5.11,2190498000,11193444780.0
2008-08-18,FORD MTR CO,USA,4.89,2190498000,10711535220.0
2008-08-19,FORD MTR CO,USA,4.72,2190498000,10339150560.0
2008-08-20,FORD MTR CO,USA,4.61,2190498000,10098195780.0
2008-08-21,FORD MTR CO,USA,4.42,2190498000,9682001160.0
2008-08-22,FORD MTR CO,USA,4.47,2190498000,9791526060.0
2008-08-25,FORD MTR CO,USA,4.41,2190498000,9660096180.0
2008-08-26,FORD MTR CO,USA,4.35,2190498000,9528666300.0
2008-08-27,FORD MTR CO,USA,4.26,2190498000,9331521480.0
2008-08-28,FORD MTR CO,USA,4.43,2190498000,9703906140.0
2008-08-29,FORD MTR CO,USA,4.46,2190498000,9769621080.0
2008-09-02,FORD MTR CO,USA,4.51,2190498000,9879145980.0
2008-09-03,FORD MTR CO,USA,4.57,2190498000,10010575860.0
2008-09-04,FORD MTR CO,USA,4.39,2190498000,9616286220.0
2008-09-05,FORD MTR CO,USA,4.41,2190498000,9660096180.0
2008-09-08,FORD MTR CO,USA,4.55,2190498000,9966765900.0
2008-09-09,FORD MTR CO,USA,4.4,2190498000,9638191200.0
2008-09-10,FORD MTR CO,USA,4.47,2190498000,9791526060.0
2008-09-11,FORD MTR CO,USA,4.68,2190498000,10251530640.0
2008-09-12,FORD MTR CO,USA,4.91,2190498000,10755345180.0
2008-09-15,FORD MTR CO,USA,4.74,2190498000,10382960520.0
2008-09-16,FORD MTR CO,USA,5.07,2190498000,11105824860.0
2008-09-17,FORD MTR CO,USA,4.94,2190498000,10821060120.0
2008-09-18,FORD MTR CO,USA,5.28,2190498000,11565829440.0
2008-09-19,FORD MTR CO,USA,5.29,2190498000,11587734420.0
2008-09-22,FORD MTR CO,USA,4.95,2190498000,10842965100.0
2008-09-23,FORD MTR CO,USA,4.86,2190498000,10645820280.0
2008-09-24,FORD MTR CO,USA,5.03,2190498000,11018204940.0
2008-09-25,FORD MTR CO,USA,4.98,2190498000,10908680040.0
2008-09-26,FORD MTR CO,USA,4.81,2190498000,10536295380.0
2008-09-29,FORD MTR CO,USA,4.17,2190498000,9134376660.0
2008-09-30,FORD MTR CO,USA,5.2,2190498000,11390589600.0
2008-10-01,FORD MTR CO,USA,4.55,2190498000,9966765900.0
2008-10-02,FORD MTR CO,USA,4.35,2190498000,9528666300.0
2008-10-03,FORD MTR CO,USA,4.05,2190498000,8871516900.0
2008-10-06,FORD MTR CO,USA,3.69,2190498000,8082937620.0
2008-10-07,FORD MTR CO,USA,2.92,2190498000,6396254160.0
2008-10-08,FORD MTR CO,USA,2.66,2190498000,5826724680.0
2008-10-09,FORD MTR CO,USA,2.08,2190498000,4556235840.0
2008-10-10,FORD MTR CO,USA,1.99,2190498000,4359091020.0
2008-10-13,FORD MTR CO,USA,2.39,2190498000,5235290220.0
2008-10-14,FORD MTR CO,USA,2.45,2190498000,5366720100.0
2008-10-15,FORD MTR CO,USA,2.3,2190498000,5038145400.0
2008-10-16,FORD MTR CO,USA,2.27,2190498000,4972430460.0
2008-10-17,FORD MTR CO,USA,2.43,2190498000,5322910140.0
2008-10-20,FORD MTR CO,USA,2.33,2190498000,5103860340.0
2008-10-21,FORD MTR CO,USA,2.17,2190498000,4753380660.0
2008-10-22,FORD MTR CO,USA,2.1,2190498000,4600045800.0
2008-10-23,FORD MTR CO,USA,2.0,2190498000,4380996000.0
2008-10-24,FORD MTR CO,USA,2.01,2190498000,4402900980.0
2008-10-27,FORD MTR CO,USA,2.03,2190498000,4446710940.0
2008-10-28,FORD MTR CO,USA,2.15,2190498000,4709570700.0
2008-10-29,FORD MTR CO,USA,2.16,2190498000,4731475680.0
2008-10-30,FORD MTR CO,USA,2.28,2190498000,4994335440.0
2008-10-31,FORD MTR CO,USA,2.19,2190498000,4797190620.0
2008-11-03,FORD MTR CO,USA,2.13,2190498000,4665760740.0
2008-11-04,FORD MTR CO,USA,2.16,2190498000,4731475680.0
2008-11-05,FORD MTR CO,USA,2.09,2190498000,4578140820.0
2008-11-06,FORD MTR CO,USA,1.98,2190498000,4337186040.0
2008-11-07,FORD MTR CO,USA,2.02,2190498000,4424805960.0
2008-11-10,FORD MTR CO,USA,1.93,2318003000,4473745790.0
2008-11-11,FORD MTR CO,USA,1.8,2318003000,4172405400.0
2008-11-12,FORD MTR CO,USA,1.84,2318003000,4265125520.0
2008-11-13,FORD MTR CO,USA,1.9,2318003000,4404205700.0
2008-11-14,FORD MTR CO,USA,1.8,2318003000,4172405400.0
2008-11-17,FORD MTR CO,USA,1.72,2318003000,3986965160.0
2008-11-18,FORD MTR CO,USA,1.68,2318003000,3894245040.0
2008-11-19,FORD MTR CO,USA,1.26,2318003000,2920683780.0
2008-11-20,FORD MTR CO,USA,1.39,2318003000,3222024170.0
2008-11-21,FORD MTR CO,USA,1.43,2318003000,3314744290.0
2008-11-24,FORD MTR CO,USA,1.56,2318003000,3616084680.0
2008-11-25,FORD MTR CO,USA,1.66,2318003000,3847884980.0
2008-11-26,FORD MTR CO,USA,2.15,2318003000,4983706450.0
2008-11-28,FORD MTR CO,USA,2.69,2318003000,6235428070.0
2008-12-01,FORD MTR CO,USA,2.55,2318003000,5910907650.0
2008-12-02,FORD MTR CO,USA,2.7,2318003000,6258608100.0
2008-12-03,FORD MTR CO,USA,2.85,2318003000,6606308550.0
2008-12-04,FORD MTR CO,USA,2.66,2318003000,6165887980.0
2008-12-05,FORD MTR CO,USA,2.72,2318003000,6304968160.0
2008-12-08,FORD MTR CO,USA,3.38,2318003000,7834850140.0
2008-12-09,FORD MTR CO,USA,3.23,2318003000,7487149690.0
2008-12-10,FORD MTR CO,USA,3.25,2318003000,7533509750.0
2008-12-11,FORD MTR CO,USA,2.9,2318003000,6722208700.0
2008-12-12,FORD MTR CO,USA,3.04,2318003000,7046729120.0
2008-12-15,FORD MTR CO,USA,3.18,2318003000,7371249540.0
2008-12-16,FORD MTR CO,USA,3.13,2318003000,7255349390.0
2008-12-17,FORD MTR CO,USA,3.14,2318003000,7278529420.0
2008-12-18,FORD MTR CO,USA,2.84,2318003000,6583128520.0
2008-12-19,FORD MTR CO,USA,2.95,2318003000,6838108850.0
2008-12-22,FORD MTR CO,USA,2.59,2318003000,6003627770.0
2008-12-23,FORD MTR CO,USA,2.19,2318003000,5076426570.0
2008-12-24,FORD MTR CO,USA,2.11,2318003000,4890986330.0
2008-12-26,FORD MTR CO,USA,2.29,2318003000,5308226870.0
2008-12-29,FORD MTR CO,USA,2.22,2318003000,5145966660.0
2008-12-30,FORD MTR CO,USA,2.29,2318003000,5308226870.0
2008-12-31,FORD MTR CO,USA,2.29,2318003000,5308226870.0
2009-01-02,FORD MTR CO,USA,2.46,2318003000,5702287380.0
2009-01-05,FORD MTR CO,USA,2.58,2318003000,5980447740.0
2009-01-06,FORD MTR CO,USA,2.76,2318003000,6397688280.0
2009-01-07,FORD MTR CO,USA,2.69,2318003000,6235428070.0
2009-01-08,FORD MTR CO,USA,2.69,2318003000,6235428070.0
2009-01-09,FORD MTR CO,USA,2.63,2318003000,6096347890.0
2009-01-12,FORD MTR CO,USA,2.64,2318003000,6119527920.0
2009-01-13,FORD MTR CO,USA,2.48,2318003000,5748647440.0
2009-01-14,FORD MTR CO,USA,2.26,2318003000,5238686780.0
2009-01-15,FORD MTR CO,USA,2.23,2318003000,5169146690.0
2009-01-16,FORD MTR CO,USA,2.19,2318003000,5076426570.0
2009-01-20,FORD MTR CO,USA,2.13,2318003000,4937346390.0
2009-01-21,FORD MTR CO,USA,2.09,2318003000,4844626270.0
2009-01-22,FORD MTR CO,USA,1.94,2318003000,4496925820.0
2009-01-23,FORD MTR CO,USA,1.8,2318003000,4172405400.0
2009-01-26,FORD MTR CO,USA,1.94,2318003000,4496925820.0
2009-01-27,FORD MTR CO,USA,1.97,2318003000,4566465910.0
2009-01-28,FORD MTR CO,USA,2.03,2318003000,4705546090.0
2009-01-29,FORD MTR CO,USA,1.95,2318003000,4520105850.0
2009-01-30,FORD MTR CO,USA,1.87,2318003000,4334665610.0
2009-02-02,FORD MTR CO,USA,1.88,2318003000,4357845640.0
2009-02-03,FORD MTR CO,USA,1.96,2318003000,4543285880.0
2009-02-04,FORD MTR CO,USA,1.95,2318003000,4520105850.0
2009-02-05,FORD MTR CO,USA,1.93,2318003000,4473745790.0
2009-02-06,FORD MTR CO,USA,1.94,2318003000,4496925820.0
2009-02-09,FORD MTR CO,USA,1.9,2318003000,4404205700.0
2009-02-10,FORD MTR CO,USA,1.82,2318003000,4218765460.0
2009-02-11,FORD MTR CO,USA,1.85,2318003000,4288305550.0
2009-02-12,FORD MTR CO,USA,1.79,2318003000,4149225370.0
2009-02-13,FORD MTR CO,USA,1.76,2318003000,4079685280.0
2009-02-17,FORD MTR CO,USA,1.69,2318003000,3917425070.0
2009-02-18,FORD MTR CO,USA,1.67,2318003000,3871065010.0
2009-02-19,FORD MTR CO,USA,1.63,2318003000,3778344890.0
2009-02-20,FORD MTR CO,USA,1.58,2318003000,3662444740.0
2009-02-23,FORD MTR CO,USA,1.73,2318003000,4010145190.0
2009-02-24,FORD MTR CO,USA,2.0,2318003000,4636006000.0
2009-02-25,FORD MTR CO,USA,2.01,2318003000,4659186030.0
2009-02-26,FORD MTR CO,USA,1.98,2325469000,4604428620.0
2009-02-27,FORD MTR CO,USA,2.0,2325469000,4650938000.0
2009-03-02,FORD MTR CO,USA,1.88,2325469000,4371881720.0
2009-03-03,FORD MTR CO,USA,1.81,2325469000,4209098890.0
2009-03-04,FORD MTR CO,USA,1.87,2325469000,4348627030.0
2009-03-05,FORD MTR CO,USA,1.81,2325469000,4209098890.0
2009-03-06,FORD MTR CO,USA,1.7,2325469000,3953297300.0
2009-03-09,FORD MTR CO,USA,1.74,2325469000,4046316060.0
2009-03-10,FORD MTR CO,USA,1.85,2325469000,4302117650.0
2009-03-11,FORD MTR CO,USA,1.96,2325469000,4557919240.0
2009-03-12,FORD MTR CO,USA,2.1,2325469000,4883484900.0
2009-03-13,FORD MTR CO,USA,2.19,2325469000,5092777110.0
2009-03-16,FORD MTR CO,USA,2.1,2325469000,4883484900.0
2009-03-17,FORD MTR CO,USA,2.28,2325469000,5302069320.0
2009-03-18,FORD MTR CO,USA,2.47,2325469000,5743908430.0
2009-03-19,FORD MTR CO,USA,2.51,2325469000,5836927190.0
2009-03-20,FORD MTR CO,USA,2.75,2325469000,6395039750.0
2009-03-23,FORD MTR CO,USA,2.9,2325469000,6743860100.0
2009-03-24,FORD MTR CO,USA,2.86,2325469000,6650841340.0
2009-03-25,FORD MTR CO,USA,2.77,2333013000,6462446010.0
2009-03-26,FORD MTR CO,USA,2.94,2333013000,6859058220.0
2009-03-27,FORD MTR CO,USA,2.84,2333013000,6625756920.0
2009-03-30,FORD MTR CO,USA,2.76,2333013000,6439115880.0
2009-03-31,FORD MTR CO,USA,2.63,2333013000,6135824190.0
2009-04-01,FORD MTR CO,USA,2.74,2333013000,6392455620.0
2009-04-02,FORD MTR CO,USA,2.91,2333013000,6789067830.0
2009-04-03,FORD MTR CO,USA,3.25,2333013000,7582292250.0
2009-04-06,FORD MTR CO,USA,3.77,2333013000,8795459010.0
2009-04-07,FORD MTR CO,USA,3.49,2333013000,8142215370.0
2009-04-08,FORD MTR CO,USA,3.95,2333013000,9215401350.0
2009-04-09,FORD MTR CO,USA,4.24,2333013000,9891975120.0
2009-04-13,FORD MTR CO,USA,4.26,2333013000,9938635380.0
2009-04-14,FORD MTR CO,USA,4.3,2333013000,10031955900.0
2009-04-15,FORD MTR CO,USA,4.04,2333013000,9425372520.0
2009-04-16,FORD MTR CO,USA,4.16,2333013000,9705334080.0
2009-04-17,FORD MTR CO,USA,4.0,2333013000,9332052000.0
2009-04-20,FORD MTR CO,USA,3.69,2333013000,8608817970.0
2009-04-21,FORD MTR CO,USA,3.8,2800922000,10643503600.0
2009-04-22,FORD MTR CO,USA,4.28,2800922000,11987946160.0
2009-04-23,FORD MTR CO,USA,4.49,2800922000,12576139780.0
2009-04-24,FORD MTR CO,USA,5.0,2800922000,14004610000.0
2009-04-27,FORD MTR CO,USA,5.11,2800922000,14312711420.0
2009-04-28,FORD MTR CO,USA,5.19,2800922000,14536785180.0
2009-04-29,FORD MTR CO,USA,5.45,2800922000,15265024900.0
2009-04-30,FORD MTR CO,USA,5.98,2800922000,16749513560.0
2009-05-01,FORD MTR CO,USA,5.69,2800922000,15937246180.0
2009-05-04,FORD MTR CO,USA,5.875,2800922000,16455416750.0
2009-05-05,FORD MTR CO,USA,5.85,2800922000,16385393700.0
2009-05-06,FORD MTR CO,USA,6.26,2800922000,17533771720.0
2009-05-07,FORD MTR CO,USA,6.06,2800922000,16973587320.0
2009-05-08,FORD MTR CO,USA,6.24,2800922000,17477753280.0
2009-05-11,FORD MTR CO,USA,6.08,2802398000,17038579840.0
2009-05-12,FORD MTR CO,USA,5.01,2802398000,14040013980.0
2009-05-13,FORD MTR CO,USA,4.96,2802398000,13899894080.0
2009-05-14,FORD MTR CO,USA,5.16,3102398000,16008373680.0
2009-05-15,FORD MTR CO,USA,5.49,3102398000,17032165020.0
2009-05-18,FORD MTR CO,USA,5.5,3102398000,17063189000.0
2009-05-19,FORD MTR CO,USA,5.63,3102398000,17466500740.0
2009-05-20,FORD MTR CO,USA,5.41,3102398000,16783973180.0
2009-05-21,FORD MTR CO,USA,5.33,3102398000,16535781340.0
2009-05-22,FORD MTR CO,USA,5.26,3102398000,16318613480.0
2009-05-26,FORD MTR CO,USA,5.4,3102398000,16752949200.0
2009-05-27,FORD MTR CO,USA,5.34,3102398000,16566805320.0
2009-05-28,FORD MTR CO,USA,5.56,3102398000,17249332880.0
2009-05-29,FORD MTR CO,USA,5.75,3102398000,17838788500.0
2009-06-01,FORD MTR CO,USA,6.13,3102398000,19017699740.0
2009-06-02,FORD MTR CO,USA,6.41,3102398000,19886371180.0
2009-06-03,FORD MTR CO,USA,6.18,3102398000,19172819640.0
2009-06-04,FORD MTR CO,USA,6.36,3102398000,19731251280.0
2009-06-05,FORD MTR CO,USA,6.36,3102398000,19731251280.0
2009-06-08,FORD MTR CO,USA,6.38,3102398000,19793299240.0
2009-06-09,FORD MTR CO,USA,6.26,3102398000,19421011480.0
2009-06-10,FORD MTR CO,USA,6.19,3102398000,19203843620.0
2009-06-11,FORD MTR CO,USA,5.98,3102398000,18552340040.0
2009-06-12,FORD MTR CO,USA,6.11,3102398000,18955651780.0
2009-06-15,FORD MTR CO,USA,5.93,3102398000,18397220140.0
2009-06-16,FORD MTR CO,USA,5.67,3102398000,17590596660.0
2009-06-17,FORD MTR CO,USA,5.71,3102398000,17714692580.0
2009-06-18,FORD MTR CO,USA,5.68,3102398000,17621620640.0
2009-06-19,FORD MTR CO,USA,5.72,3102398000,17745716560.0
2009-06-22,FORD MTR CO,USA,5.38,3102398000,16690901240.0
2009-06-23,FORD MTR CO,USA,5.53,3102398000,17156260940.0
2009-06-24,FORD MTR CO,USA,5.63,3102398000,17466500740.0
2009-06-25,FORD MTR CO,USA,5.68,3102398000,17621620640.0
2009-06-26,FORD MTR CO,USA,5.61,3102398000,17404452780.0
2009-06-29,FORD MTR CO,USA,5.78,3102398000,17931860440.0
2009-06-30,FORD MTR CO,USA,6.07,3102398000,18831555860.0
2009-07-01,FORD MTR CO,USA,5.91,3102398000,18335172180.0
2009-07-02,FORD MTR CO,USA,5.89,3102398000,18273124220.0
2009-07-06,FORD MTR CO,USA,5.75,3102398000,17838788500.0
2009-07-07,FORD MTR CO,USA,5.53,3102398000,17156260940.0
2009-07-08,FORD MTR CO,USA,5.35,3102398000,16597829300.0
2009-07-09,FORD MTR CO,USA,5.63,3102398000,17466500740.0
2009-07-10,FORD MTR CO,USA,5.72,3102398000,17745716560.0
2009-07-13,FORD MTR CO,USA,5.69,3102398000,17652644620.0
2009-07-14,FORD MTR CO,USA,5.84,3102398000,18118004320.0
2009-07-15,FORD MTR CO,USA,6.05,3102398000,18769507900.0
2009-07-16,FORD MTR CO,USA,6.13,3102398000,19017699740.0
2009-07-17,FORD MTR CO,USA,6.14,3102398000,19048723720.0
2009-07-20,FORD MTR CO,USA,6.19,3102398000,19203843620.0
2009-07-21,FORD MTR CO,USA,6.2,3102398000,19234867600.0
2009-07-22,FORD MTR CO,USA,6.38,3102398000,19793299240.0
2009-07-23,FORD MTR CO,USA,6.98,3102398000,21654738040.0
2009-07-24,FORD MTR CO,USA,6.78,3102398000,21034258440.0
2009-07-27,FORD MTR CO,USA,7.27,3102398000,22554433460.0
2009-07-28,FORD MTR CO,USA,7.14,3102398000,22151121720.0
2009-07-29,FORD MTR CO,USA,7.12,3102398000,22089073760.0
2009-07-30,FORD MTR CO,USA,7.39,3102398000,22926721220.0
2009-07-31,FORD MTR CO,USA,8.0,3102398000,24819184000.0
